NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS
1088,MAT-CSV-01183,,"HOLO CS 4 x 4 x 1,5 x 6000",BATANG,198198,,ACTIVE
1089,MAT-CSV-01184,,"PLAT CS POLOS 4' x 8' x 1,5mm",BATANG,570000,,ACTIVE
1090,MAT-CSV-01185,,SIKU 60 x 60 x 6 x 6000,BATANG,380000,,ACTIVE
1091,MAT-CSV-01186,,BESI 10 POLOS x 12000,BATANG,74000,,ACTIVE
1092,MAT-CSV-01187,,SIKU 40 x 40 x 4 x 6000,BATANG,175000,,ACTIVE
1093,MAT-CSV-01188,,"CNP 150 x 2,3 x 6000",BATANG,345000,,ACTIVE
1094,MAT-CSV-01189,,FTALIT LEMON YELLOW 147,PAIL,1500000,DUNIA BARU,ACTIVE
1095,MAT-CSV-01191,,BAUT ROOFING SDS,BOX,108000,PANJI RIMBA TEKNIK,ACTIVE
1096,MAT-CSV-01192,,AS DRAT M10 X 1000 PUTIH,BATANG,17110,,ACTIVE
1097,MAT-CSV-01193,,MUR + RING M10 PUTIH,PCS,695,,ACTIVE
1098,MAT-CSV-01194,,BAUT CNP M10 X 40 PUTIH,PCS,1320,,ACTIVE
1099,MAT-CSV-01195,,TURNBUCKLE EYE TO HOOK M12 PUTIH,PCS,25120,,ACTIVE
1100,MAT-CSV-01197,,"PIPA CONDUIT 1/2"" E19 X 3,6",BATANG,95000,SURYA AGUNG CILEGON,ACTIVE
1101,MAT-CSV-01198,,"PIPA CONDUIT 3/4"" E25 X 3,6",BATANG,125000,,ACTIVE
1102,MAT-CSV-01199,,"CLAMP UNISTRUT 1/2""",PCS,6000,,ACTIVE
1103,MAT-CSV-01200,,"CLAMP UNISTRUT 3/4""",PCS,7500,,ACTIVE
1104,MAT-CSV-01202,,"CONNECTOR FLEKSIBEL 1/2"" TO PIPE",PCS,17500,,ACTIVE
1105,MAT-CSV-01203,,"CONNECTOR FLEKSIBEL 3/4"" TO PIPE",PCS,22500,,ACTIVE
1106,MAT-CSV-01204,,"GLAND 1/2"" CONECTOR FLEKSIBEL",PCS,17500,,ACTIVE
1107,MAT-CSV-01205,,"GLAND 3/4"" CONECTOR FLEKSIBEL",PCS,22500,,ACTIVE
1108,MAT-CSV-01207,,"SKRUP SDS 6x1�""",PACK,21500,,ACTIVE
1109,MAT-CSV-01208,,BLACKFOOT SCREWDRIVER MAGNETIC,PCS,10000,,ACTIVE
1110,MAT-CSV-01209,,AS STAINLESS 304 19MM,BATANG,219000,,ACTIVE
1111,MAT-CSV-01210,,"SOCKET STAINLESS 304 3""",PCS,103850,,ACTIVE
1112,MAT-CSV-01211,,BODY HARNES GOSAVE DOUBLE HOOK,UNIT,241000,MEGA TEKNIK,ACTIVE
1113,MAT-CSV-01212,,CARBON BRUSH CB 325 TO MAKITA,PCS,10000,,ACTIVE
1114,MAT-CSV-01213,,MAKITA 1630,UNIT,990000,,ACTIVE
1115,MAT-CSV-01214,,MAKITA HR2470,UNIT,2550000,,ACTIVE
1116,MAT-CSV-01215,,MAKTEC MT90,UNIT,425000,,ACTIVE
1117,MAT-CSV-01216,,"CUTTING DISC 4""X1,2MM WD",PCS,2740,,ACTIVE
1118,MAT-CSV-01217,,OKSIGEN,TABUNG,75000,IWAN ARGON OKSIGEN,ACTIVE
1119,MAT-CSV-01219,,GENTENG M-CLASS COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER,ACTIVE
1120,MAT-CSV-01220,,TERPUS TENGAH,PCS,35000,,ACTIVE
1121,MAT-CSV-01221,,SHM FLANGE MOUNTED DIFFRENTIAL PRESSURE,UNIT,14500000,PT INDOHARDWARE INDONESIA RAYA,ACTIVE
1122,MAT-CSV-01222,,EYE NUT M20 SS304,PCS,260000,BAUT STAINLESS,ACTIVE
1123,MAT-CSV-01223,,AS DRAT M20 SS304,BATANG,245000,,ACTIVE
1124,MAT-CSV-01224,,"CNP 150 x 3,2mm x 6000,",BATANG,555000,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1125,MAT-CSV-01225,,"CNP 75 x 35 x 1.8mm x 6000,",BATANG,266400,,ACTIVE
1126,MAT-CSV-01226,,BESI 12 POLOS x 12000,BATANG,116550,,ACTIVE
1127,MAT-CSV-01227,,BESI 10 POLOS x 12000,BATANG,78810,,ACTIVE
1128,MAT-CSV-01228,,SIKU 40 x 40 x 4 x 6000,BATANG,188700,,ACTIVE
1129,MAT-CSV-01229,,WF 150 x 6000,BATANG,0,,ACTIVE
1130,MAT-CSV-01230,,BAUT ROOFING SDS M8 x 75,BOX,110000,PANJI RIMBA TEKNIK,ACTIVE
1131,MAT-CSV-01231,,DYNABOLT M8 x,BOX,1650,,ACTIVE
1132,MAT-CSV-01232,,TURNBUCKLE M16 EYE TO HOOK,PCS,48250,,ACTIVE
1133,MAT-CSV-01233,,TANG POTONG TEKIRO,PCS,55000,,ACTIVE
1134,MAT-CSV-01234,,TANG KOMBINASI,PCS,65000,,ACTIVE
1135,MAT-CSV-01235,,TEE-DUS 3LB,BATANG,4000,SURYA AGUNG CILEGON,ACTIVE
1136,MAT-CSV-01236,,KABEL TRAY TYPE U 100 x 50 GALVANIS,BATANG,360000,,ACTIVE
1137,MAT-CSV-01237,,FLEKSIBEL ELECTRIC 18MM PUTIH,ROLL,460000,,ACTIVE
1138,MAT-CSV-01238,,"FIBERGLASS CLEAR, 1020x3mm",LEMBAR,287000,PT MAJAMAKMUR SUKSES MANDIRI,ACTIVE
1139,MAT-CSV-01239,,WF 150 x 75 x 6000,BATANG,1287600,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1140,MAT-CSV-01240,,AS DRAT/FULL DRAT M12 x 1000 STAINLESS,BATANG,107000,PANJI RIMBA TEKNIK,ACTIVE
1141,MAT-CSV-01241,,MUR M12 STAINLESS,PCS,3800,,ACTIVE
1142,MAT-CSV-01243,,"HOLO BAJA RINGAN PLAFON 0,5 40x40",BATANG,52000,,ACTIVE
1143,MAT-CSV-01244,,"HOLO BAJA RINGAN PLAFON 0,5 40x20",BATANG,36800,,ACTIVE
1144,MAT-CSV-01245,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER,ACTIVE
1145,MAT-CSV-01246,,NOK GENTENG M-CLASS WARNA COKLAT,PCS,55000,,ACTIVE
1146,MAT-CSV-01247,,ZINCALUME PLAT SHEET TALANG,M,91500,,ACTIVE
1147,MAT-CSV-01248,,TAMBANG NYLON 20MM,M,18000,KARYA WARGI,ACTIVE
1148,MAT-CSV-01249,,TAMBANG NYLON 16MM,M,12000,,ACTIVE
1149,MAT-CSV-01250,,"CONNECTOR GLAND 1/2""",PCS,17500,,ACTIVE
1150,MAT-CSV-01251,,TAMBANG PP 6MM,M,1500,,ACTIVE
1151,MAT-CSV-01252,,ISOLASI NITTO HITAM,PCS,8500,,ACTIVE
1152,MAT-CSV-01253,,"KABEL TIES 3,6 X 250",PCS,2600,,ACTIVE
1153,MAT-CSV-01254,,TESPEN TOMECO,PCS,20000,,ACTIVE
1154,MAT-CSV-01255,,VINILEX PRO 1000 WHITE,PAIL,810000,DUNIA BARU,ACTIVE
1155,MAT-CSV-01256,,ROLL CAT BESAR,ROLL,45000,,ACTIVE
1156,MAT-CSV-01257,,"KUAS 3"" ETERNA",PCS,14000,,ACTIVE
1157,MAT-CSV-01258,,MATERIAL PIPA + JASA BENDING TRANSPORT PP,LOT,2000000,MITRA BAJA PERSADA,ACTIVE
1158,MAT-CSV-01259,,GRANIT PUTIH POLOS KW 1 60X60,M,138000,DUNIA KERAMIK,ACTIVE
1159,MAT-CSV-01260,,ML PUTIH POLOS 25X40,DUS,67000,,ACTIVE
1160,MAT-CSV-01261,,BASALIT WHITE 40X40,DUS,73000,,ACTIVE
1161,MAT-CSV-01262,,LIST VERSASE KOTAK ABU 25cm,PCS,10000,,ACTIVE
1162,MAT-CSV-01263,,HT BERLIN FM V6R,PCS,337500,HT METRO JAYA,ACTIVE
1163,MAT-CSV-01264,,PIPA RUCIKA AW 1/2 IN,PCS,33000,MITRA BARU,ACTIVE
1164,MAT-CSV-01265,,MATA BOR NACHI 5MM,PCS,40000,,ACTIVE
1165,MAT-CSV-01266,,MATA ROOFING M8,SET,35000,,ACTIVE
1166,MAT-CSV-01267,,TALANG AIR GALVALUM,M,60000,,ACTIVE
1167,MAT-CSV-01268,,JP NUT M4X28,PCS,140,,ACTIVE
1168,MAT-CSV-01269,,TDUS,PCS,3000,,ACTIVE
1169,MAT-CSV-01271,,ISOLASI 3M,PCS,95000,,ACTIVE
1170,MAT-CSV-01273,,NOTE : SENIN SETENGAH HARI KARENA CUACA BURUK,-,0,,ACTIVE
1171,MAT-CSV-01274,,GUNTING HOLO BAJA RINGAN,PCS,35000,MUTIARA INDAH,ACTIVE
1172,MAT-CSV-01275,,MATA ROOFING M8,PCS,20000,,ACTIVE
1173,MAT-CSV-01276,,MATA OBENG M8,PCS,8000,,ACTIVE
1174,MAT-CSV-01277,,SKRUP GYPSUM 6X1,BOX,40000,,ACTIVE
1175,MAT-CSV-01278,,BAUT CNP 10X19,BOX,120000,,ACTIVE
1176,MAT-CSV-01279,,"KASA GIPSUM 2""",ROLL,15000,,ACTIVE
1177,MAT-CSV-01280,,KAPE PVC BESAR,PCS,7000,,ACTIVE
1178,MAT-CSV-01281,,KAPE PVC KECIL,PCS,3000,,ACTIVE
1179,MAT-CSV-01282,,"PAKU BETON 2""",BOX,45000,,ACTIVE
1180,MAT-CSV-01283,,"KUAS 3""",PCS,10000,,ACTIVE
1181,MAT-CSV-01284,,AMPLAS GRIT 180,M,8000,,ACTIVE
1182,MAT-CSV-01285,,BENANG TUKANG,ROLL,4000,,ACTIVE
1183,MAT-CSV-01286,,ISI KATER,KOTAK,10000,,ACTIVE
1184,MAT-CSV-01287,,GERGAJI BESI,PCS,15000,,ACTIVE
1185,MAT-CSV-01288,,SELANG WATERPAS 1/4,M,4000,,ACTIVE
1186,MAT-CSV-01289,,"KAPE 3""",PCS,5000,,ACTIVE
1187,MAT-CSV-01290,,PALU KAMBING,PCS,30000,,ACTIVE
1188,MAT-CSV-01291,,KATER 16,PCS,10000,,ACTIVE
1189,MAT-CSV-01292,,"ELANG BENANG 3/8""",M,8500,,ACTIVE
1190,MAT-CSV-01293,,"APAKU BETON 3"" 7 CM",BOX,55000,,ACTIVE
1191,MAT-CSV-01294,,"BALL VALVE 1/2"" KUNINGAN",PCS,70000,,ACTIVE
1192,MAT-CSV-01295,,LAKBAN HITAM,PCS,14000,,ACTIVE
1193,MAT-CSV-01296,,"KLEM SELANG 5/8"" SS",PCS,6000,,ACTIVE
1194,MAT-CSV-01297,,KACAMATA SAFETY CLEAR,PCS,12500,,ACTIVE
1195,MAT-CSV-01298,,KATROL SINGLE 3TON ATS,PCS,260000,,ACTIVE
1196,MAT-CSV-01299,,BOR BATERAI,UNIT,450000,,ACTIVE
1197,MAT-CSV-01300,,ASDRAT SS 304 M18X1000,BATANG,306000,,ACTIVE
1198,MAT-CSV-01301,,NUT SS 304 M18,PCS,11000,,ACTIVE
1199,MAT-CSV-01302,,SCAFOLDING + CATWALK,SET,62500,,ACTIVE
1200,MAT-CSV-01303,,BOLT + NUT SS 304 M16x50,PCS,22700,,ACTIVE
1201,MAT-CSV-01304,,FISCHER S8,BOX,15000,,ACTIVE
1202,MAT-CSV-01305,,SKRUP FISCHER S8,BOX,35000,,ACTIVE
1203,MAT-CSV-01306,,MATA BOR BETON M8,PCS,15000,,ACTIVE
1204,MAT-CSV-01307,,STEKER BROCO,PCS,12000,,ACTIVE
1205,MAT-CSV-01308,,BODY HARNES,PCS,180000,,ACTIVE
1206,MAT-CSV-01309,,"KABEL NYYHY 3X1,5 + PULLER",ROLL,700000,,ACTIVE
1207,MAT-CSV-01310,,ROOFING SDS 12X25 KUNING KARET,BOX,200000,,ACTIVE
1208,MAT-CSV-01311,,STOP KONTAK 4LB UTICON,PCS,25000,,ACTIVE
1209,MAT-CSV-01312,,NOK GENTENG 4 SISI M-CLASS MAHOGANY INDENT 4DAYS,PCS,480000,,ACTIVE
1210,MAT-CSV-01313,,"HOLO BAJA RINGAN PLAFON 0,35 40x40",BATANG,31000,MEGABAJA SERANG,ACTIVE
1211,MAT-CSV-01314,,AS DRAT/FULL DRAT M10 x 1000 GALVANIS,BATANG,18500,PANJI RIMBA TEKNIK,ACTIVE
1212,MAT-CSV-01315,,MUR M10 GALVANIS,PCS,705,,ACTIVE
1213,MAT-CSV-01316,,ROOFING KUNING 12X25 KARET,BOX,200000,,ACTIVE
1214,MAT-CSV-01317,,MAIN FRAME A.1.90,SET,50000,CAHAYA INTI MANDIRI,ACTIVE
1215,MAT-CSV-01318,,CATWALK A.0.50,PCS,35000,,ACTIVE
1216,MAT-CSV-01319,,RODA CASTOR 6/8 INCH,SET,220000,,ACTIVE
1217,MAT-CSV-01320,,JOINPIN TN-1,PCS,10000,,ACTIVE
1218,MAT-CSV-01322,,"HOLO BAJA RINGAN PLAFON 0,35 38x38",BATANG,31000,,ACTIVE
1219,MAT-CSV-01323,,"HOLO BAJA RINGAN PLAFON 0,35 38x18",BATANG,25000,,ACTIVE
1220,MAT-CSV-01324,,SEIV BLUE PEACOK 480,PAIL,1260000,DUNIA BARU,ACTIVE
1221,MAT-CSV-01326,,THINNER KW1,JRG,380000,,ACTIVE
1222,MAT-CSV-01327,,"KOAS 2"" ETERNA",PCS,10000,,ACTIVE
1223,MAT-CSV-01328,,"MATA CUTTING BESI BESAR 14""",PCS,450000,,ACTIVE
1224,MAT-CSV-01329,,GYPSUM E-BOARD,LBR,48000,MEGABAJA SERANG,ACTIVE
1225,MAT-CSV-01330,,(MATERIAL LEBIH PADAT),PCS,0,,ACTIVE
1226,MAT-CSV-01331,,"SKRUP GYPSUM 3,5CM",BOX,150000,,ACTIVE
1227,MAT-CSV-01332,,"SKRUP GYPSUM 2,5CM",BOX,100000,,ACTIVE
1228,MAT-CSV-01333,,BAJA RINGAN CNP CILEGON STEEL STIKER BIRU SNI,BATANG,98000,MEGABAJA SERANG,ACTIVE
1229,MAT-CSV-01334,,HOLLOW PREMIUM LITE 18 X 38,BATANG,25000,,ACTIVE
1230,MAT-CSV-01335,,HOLLOW PREMIUM LITE 38 X 38,BATANG,31000,,ACTIVE
1231,MAT-CSV-01336,,ROOFING KUNING 12X25,BOX,136000,PANJI RIMBA TEKNIK,ACTIVE
1232,MAT-CSV-01337,,MUR M12 GALVANIS,PCS,750,,ACTIVE
1233,MAT-CSV-01338,,MUR M10 GALVANIS,PCS,470,,ACTIVE
1234,MAT-CSV-01339,,NUT GALVANIS M8,PCS,210,,ACTIVE
1235,MAT-CSV-01340,,ROOFING KUNING 12X25,DUS,134000,,ACTIVE
1236,MAT-CSV-01341,,CAT NP VINILEX - 300 WHITE,PAIL,863000,MITRA BARU,ACTIVE
1237,MAT-CSV-01342,,COMPUND APLUS CORNICE ADESHIVE,SAK,65000,,ACTIVE
1238,MAT-CSV-01343,,"PAKU RIVET 4,8MM",BOX,120000,,ACTIVE
1239,MAT-CSV-01344,,TANG RIVET 360 TKR,PCS,200000,,ACTIVE
1240,MAT-CSV-01345,,SILICON SEALENT KINAR PRO,PCS,47500,,ACTIVE
1241,MAT-CSV-01346,,GUN SILICION FREED,PCS,45000,,ACTIVE
1242,MAT-CSV-01347,,LIS GYPSUM ES-E8 8CM,BATANG,12000,LIS GYPSUM,ACTIVE
1243,MAT-CSV-01348,,ONGKIR,LOT,100000,,ACTIVE
1244,MAT-CSV-01349,,REFIL ROLL,BOX,72000,,ACTIVE
1245,MAT-CSV-01350,,"KABEL NYY 3X1,5",ROLL,875000,SURYA AGUNG CILEGON,ACTIVE
1246,MAT-CSV-01351,,"KABEL TIES 200X3,6",PACK,27500,,ACTIVE
1247,MAT-CSV-01352,,TANG POTONG BESAR,PCS,65000,,ACTIVE
1248,MAT-CSV-01353,,T-DUS 4 LUBANG,PCS,3500,,ACTIVE
1249,MAT-CSV-01354,,T-DUS 3 LUBANG,PCS,3000,,ACTIVE
1250,MAT-CSV-01356,,TERPUS GENTENG M-CLASS COKLAT TENGAH,PCS,25000,,ACTIVE
1251,MAT-CSV-01357,,ONGKIR,LOT,300000,,ACTIVE
1252,MAT-CSV-01358,,ARGON,TABUNG,250000,IWAN ARGON,ACTIVE
1253,MAT-CSV-01360,,CNP 150 x 3.2 x 6mtr,BATANG,555000,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1254,MAT-CSV-01361,,PLAT BORDES 4'x8'x4mm,LEMBAR,1598400,,ACTIVE
1255,MAT-CSV-01362,,PLAT POLOS 4'x8'x8mm,LEMBAR,1420800,,ACTIVE
1256,MAT-CSV-01363,,WF 400 x 200 x 12mtr,BATANG,15207000,,ACTIVE
1257,MAT-CSV-01364,,WF 200 x 100 x 12mtr,BATANG,3918300,,ACTIVE
1258,MAT-CSV-01365,,WF 300 x 150 x 6mtr,BATANG,4040400,,ACTIVE
1259,MAT-CSV-01366,,SIKU 60 x 60 x 6mtr,BATANG,421800,,ACTIVE
1260,MAT-CSV-01367,,GRANIT KW1 KIA SUPER WHITE 60x60,BOX,168000,BELANJA KERAMIK,ACTIVE
1261,MAT-CSV-01368,,KRAMIK DINDING 25x40 WHITE,DUS,65900,,ACTIVE
1262,MAT-CSV-01369,,KRAMIK LANTAI KASAR 40x40,DUS,66000,,ACTIVE
1263,MAT-CSV-01370,,SEMEN TR-30,SAK,117000,MUTIARA INDAH,ACTIVE
1264,MAT-CSV-01371,,MARKER WHITE BLACK,DUS,270000,,ACTIVE
1265,MAT-CSV-01372,,SKRUP GIPSUM 6x11/2,DUS,40000,,ACTIVE
1266,MAT-CSV-01373,,LAKBAN HITAM,PCS,7500,,ACTIVE
1267,MAT-CSV-01374,,"LAKBAN KERTAS 2""",PCS,8000,,ACTIVE
1268,MAT-CSV-01375,,SAFETY GLASS,PCS,25000,,ACTIVE
1269,MAT-CSV-01376,,S TANGAN 5B,LSN,25000,,ACTIVE
1270,MAT-CSV-01377,,SUPER SILICON WHITE,PCS,22000,,ACTIVE
1271,MAT-CSV-01378,,S TANGAN GOSAVE,LSN,220000,,ACTIVE
1272,MAT-CSV-01379,,AMPLAS METERAN GRIT 180 (50M),ROLL,178500,L10 GLODOK,ACTIVE
1273,MAT-CSV-01380,,"TATAKAN AMPLAS VELCRO 4""",PCS,3500,,ACTIVE
1274,MAT-CSV-01381,,"AMPLAS BULAT VELCRO 4"" GRIT 240 (100)",DUS,34500,,ACTIVE
1275,MAT-CSV-01382,,"AMPLAS BULAT VELCRO 4"" GRIT 400 (100)",DUS,34500,,ACTIVE
1276,MAT-CSV-01383,,"AMPLAS BULAT VELCRO 4"" GRIT 180 (100)",DUS,34500,,ACTIVE
1277,MAT-CSV-01385,,COMPUND A-PLUS,SAK,75000,,ACTIVE
1278,MAT-CSV-01386,,PAKU 7 BETON,BOX,65000,,ACTIVE
1279,MAT-CSV-01387,,CAT GENTENG DARK BROWN,GLN,215000,,ACTIVE
1280,MAT-CSV-01388,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,,ACTIVE
1281,MAT-CSV-01389,,LISPLANK GRC SUPERB/POLOS 300MM,PCS,80000,,ACTIVE
1282,MAT-CSV-01390,,LISPLANK GRC SUPERB/POLOS 200MM,PCS,55000,,ACTIVE
1283,MAT-CSV-01393,,S.TANGAN GOSAVE,LSN,220000,,ACTIVE
1284,MAT-CSV-01394,,KAPUR BESI,PAK,17000,,ACTIVE
1285,MAT-CSV-01395,,MARKER WHITE,DUS,270000,,ACTIVE
1286,MAT-CSV-01396,,SKRUP GIPSUM 6 X 1 1/2,DUS,40000,,ACTIVE
1287,MAT-CSV-01398,,LAKBAN KERTAS,PCS,8000,,ACTIVE
1288,MAT-CSV-01399,,KACAMATA HITAM FULL SAFETY,PCS,25000,,ACTIVE
1289,MAT-CSV-01400,,S.TANGAN 5B,LSN,25000,,ACTIVE
1290,MAT-CSV-01401,,SEMEN MU - 400,SAK,140000,,ACTIVE
1291,MAT-CSV-01402,,SIKA GROUT 215,SAJ,125000,,ACTIVE
1292,MAT-CSV-01403,,KAIN GIPSUM,PCS,125000,,ACTIVE
1293,MAT-CSV-01404,,VINILEX 300,GLN,160000,,ACTIVE
1294,MAT-CSV-01405,,LIST GIPSUM 8 CM,BATANG,12000,,ACTIVE
1295,MAT-CSV-01406,,COMPUND A-PLUS,SAK,65000,,ACTIVE
1296,MAT-CSV-01409,,SIKA GROUT 215,SAK,125000,,ACTIVE
1297,MAT-CSV-01410,,VINILEX 300,PAIL,830000,,ACTIVE
1298,MAT-CSV-01411,,PLAT POLOS 4'x8'x8mm,LEMBAR,2508600,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1299,MAT-CSV-01415,,PHILIPS LED DOWNLIGHT MESON 125 13W 65K WHITE,BOX,191818,TK LISTRIK JAKARTA,ACTIVE
1300,MAT-CSV-01416,,"PIPA 1 1/2"" GALVANIS SCH 40",BATANG,710000,SUMBER REJEKI UTAMA,ACTIVE
1301,MAT-CSV-01417,,"PIPA 2"" GALVANIS SCH 40",BATANG,930000,,ACTIVE
1302,MAT-CSV-01418,,"ELBOW GALVANIS 90� 1 1/2""",BATANG,24000,,ACTIVE
1303,MAT-CSV-01419,,"ELBOW GALVANIS 90� 2""",PCS,39500,,ACTIVE
1304,MAT-CSV-01420,,"FLANGE GALVANIS JIS 10K 1 1/2""",PCS,78000,,ACTIVE
1305,MAT-CSV-01421,,"TEE GALVANIS 1 1/2""",PCS,62000,,ACTIVE
1306,MAT-CSV-01422,,"TEE GALVANIS 2""",PCS,73000,,ACTIVE
1307,MAT-CSV-01423,,"FLANGE GALVANIS JIS 10K 2""",PCS,87000,,ACTIVE
1308,MAT-CSV-01424,,"BALL VALVE GALVANIS JIS 10K 1 1/2"" KAi",PCS,900000,,ACTIVE
1309,MAT-CSV-01425,,"BALL VALVE GALVANIS JIS 10K 2"" KAi",PCS,1000000,,ACTIVE
1310,MAT-CSV-01429,,PLAT HITAM CS 8mm x 4'x8',LEMBAR,2519700,,ACTIVE
1311,MAT-CSV-01431,,ROOFING FF PUTIH 5CM,DUS,105000,,ACTIVE
1312,MAT-CSV-01432,,VINILEX 300 WHITE,PAIL,860000,,ACTIVE
1313,MAT-CSV-01433,,ROLL CAT BESAR,PCS,40000,,ACTIVE
1314,MAT-CSV-01434,,"GERINDA TEMOK 4""",PCS,55000,,ACTIVE
1315,MAT-CSV-01435,,ROSKAM PLASTIK,PCS,35000,,ACTIVE
1316,MAT-CSV-01436,,"KRAN ONDA 1/2""",PCS,120000,,ACTIVE
1317,MAT-CSV-01437,,LISPLANK GRC SUPERB/POLOS 300MM,PCS,80000,MUTIARA INDAH,ACTIVE
1318,MAT-CSV-01439,,LIST GIPSUM 8 CM,BATANG,12500,,ACTIVE
1319,MAT-CSV-01440,,GYPSUM EBOARD JAYABOARD 2.4x1.2,LBR,60000,,ACTIVE
1320,MAT-CSV-01441,,"HOLO 40x40x4M 0,35",BATANG,32000,,ACTIVE
1321,MAT-CSV-01442,,WASTAFEL TOTO,UNIT,1650000,,ACTIVE
1322,MAT-CSV-01443,,WC DUDUK TOTO,UNIT,2400000,,ACTIVE
1323,MAT-CSV-01444,,URINOIR TOTO WC BEDIRI,UNIT,1800000,,ACTIVE
1324,MAT-CSV-01445,,CERMIN WASTAFEL 50x80,LBR,770000,,ACTIVE
1325,MAT-CSV-01446,,SHOWER,PCS,1325000,,ACTIVE
1326,MAT-CSV-01447,,"ELBOW 3"" PVC",PCS,95000,,ACTIVE
1327,MAT-CSV-01448,,PAKU BETON 7,BOX,100000,,ACTIVE
1328,MAT-CSV-01449,,BATU ALAM 30x30,M,135000,,ACTIVE
1329,MAT-CSV-01450,,BATU ALAM 40x40,M,145000,,ACTIVE
1330,MAT-CSV-01451,,BOLT NUT M8X45,PCS,650,,ACTIVE
1331,MAT-CSV-01452,,GRANIT KW1 KIA SUPER WHITE 60x60,BOX,170000,MUTIARA INDAH,ACTIVE
1332,MAT-CSV-01453,,"SKRUP GYPSUM 1x1/2""",BOX,45000,,ACTIVE
1333,MAT-CSV-01454,,GYPSUM E-BOARD 9x1200x2400,LBR,55000,,ACTIVE
1334,MAT-CSV-01455,,"CNP BAJA RINGAN CILEGON STEEL BIRU 0,75 SNI",BATANG,101000,,ACTIVE
1335,MAT-CSV-01456,,DYNABOLT M10x100,PCS,3100,,ACTIVE
1336,MAT-CSV-01457,,BOLT NUT M10x45,PCS,1300,,ACTIVE
1337,MAT-CSV-01458,,"SOCK PVC 2"" AW",PCS,32500,,ACTIVE
1338,MAT-CSV-01459,,"PIPA PVC 1/2"" AW",PCS,58000,,ACTIVE
1339,MAT-CSV-01460,,"SOCK PVC 1"" AW",PCS,13500,,ACTIVE
1340,MAT-CSV-01461,,"DOP DRAT 1/2"" AW",PCS,10000,,ACTIVE
1341,MAT-CSV-01462,,"SOCK DRAT 1/2""",PCS,9500,,ACTIVE
1342,MAT-CSV-01463,,ROOFING 5CM SKRUP,BOX,136000,,ACTIVE
1343,MAT-CSV-01465,,PLAT BAR/STRIP 100x6x6mtr,BATANG,377400,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1344,MAT-CSV-01466,,SIKU 60x60x6mtr,BATANG,405150,,ACTIVE
1345,MAT-CSV-01467,,BORDES 4'x8'x4mm,LEMBAR,1781550,,ACTIVE
1346,MAT-CSV-01468,,ROOFING KUNING 12X25,BOX,138000,PANJI RIMBA TEKNIK,ACTIVE
1347,MAT-CSV-01469,,ROOFING KUNING 12X75,BOX,210000,,ACTIVE
1348,MAT-CSV-01470,,LIST ES 8 CM,BATANG,12500,NISA GYPSUM BAJARINGAN,ACTIVE
1349,MAT-CSV-01471,,SEMEN TR-30,SAK,115000,,ACTIVE
1350,MAT-CSV-01472,,LB 52 3.2,BOX,204000,KARYA WARGI,ACTIVE
1351,MAT-CSV-01473,,KACA CERMIN 70X50,SET,230000,,ACTIVE
1352,MAT-CSV-01475,,"KUAS 2"" ETERNA",PCS,12000,,ACTIVE
1353,MAT-CSV-01476,,"KUAS 4"" ETERNA",PCS,22000,,ACTIVE
1354,MAT-CSV-01477,,NAT KRAMIK GRANIT TILE GROUT,KG,17500,,ACTIVE
1355,MAT-CSV-01478,,"PIPA PVC RUCIKA 4"" D",BATANG,195000,MUTIARA INDAH,ACTIVE
1356,MAT-CSV-01479,,"TEE PVC RUCIKA 4"" D",BATANG,45000,,ACTIVE
1357,MAT-CSV-01480,,"ELBOW PVC 4"" D",PCS,32500,,ACTIVE
1358,MAT-CSV-01481,,CAT PERNIS BATU ALAM PROPAN,KLG,105000,,ACTIVE
1359,MAT-CSV-01482,,CAT TEMBOK VINILEX 300 WHITE,PAIL,830000,,ACTIVE
1360,MAT-CSV-01483,,"PAKU RIVET 4,8",BOX,65000,,ACTIVE
1361,MAT-CSV-01484,,MATA BOR NACHI 5MM,PCS,35000,,ACTIVE
1362,MAT-CSV-01485,,ROOFING KUNING 12X25,BOX,120000,PANJI RIMBA TEKNIK,ACTIVE
1363,MAT-CSV-01486,,ROOFING KUNING 12X45,BOX,160000,,ACTIVE
1364,MAT-CSV-01487,,ROOFING KUNING 12X75,BOX,155000,,ACTIVE
1365,MAT-CSV-01490,,BORDESH 4'x8'x4mm,LEMBAR,1898100,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1366,MAT-CSV-01491,,WF 200 x 100 x 12mtr,BATANG,3896100,,ACTIVE
1367,MAT-CSV-01492,,SIKU 60x60x6mm x 6mtr,BATANG,388500,,ACTIVE
1368,MAT-CSV-01493,,BALL VALVE SS304,UNIT,5250000,PD HARAPAN PERSADA,ACTIVE
1369,MAT-CSV-01494,,FLANGE JIS 10K C/W,PCS,0,,ACTIVE
