NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS,NOTE
1305,MAT-CSV-01305,,SKRUP FISCHER S8,BOX,35000,,ACTIVE,INSERTED
1306,MAT-CSV-01306,,MATA BOR BETON M8,PCS,15000,,ACTIVE,INSERTED
1307,MAT-CSV-01307,,STEKER BROCO,PCS,12000,,ACTIVE,INSERTED
1308,MAT-CSV-01308,,BODY HARNES,PCS,180000,,ACTIVE,INSERTED
1309,MAT-CSV-01309,,"KABEL NYYHY 3X1,5 + PULLER",ROLL,700000,,ACTIVE,INSERTED
1310,MAT-CSV-01310,,ROOFING SDS 12X25 KUNING KARET,BOX,200000,,ACTIVE,INSERTED
1311,MAT-CSV-01311,,STOP KONTAK 4LB UTICON,PCS,25000,,ACTIVE,INSERTED
1312,MAT-CSV-01312,,NOK GENTENG 4 SISI M-CLASS MAHOGANY INDENT 4DAYS,PCS,480000,,ACTIVE,INSERTED
1313,MAT-CSV-01313,,"HOLO BAJA RINGAN PLAFON 0,35 40x40",BATANG,31000,MEGABAJA SERANG,ACTIVE,INSERTED
1314,MAT-CSV-01314,,AS DRAT/FULL DRAT M10 x 1000 GALVANIS,BATANG,18500,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1315,MAT-CSV-01315,,MUR M10 GALVANIS,PCS,705,,ACTIVE,INSERTED
1316,MAT-CSV-01316,,ROOFING KUNING 12X25 KARET,BOX,200000,,ACTIVE,INSERTED
1317,MAT-CSV-01317,,MAIN FRAME A.1.90,SET,50000,CAHAYA INTI MANDIRI,ACTIVE,INSERTED
1318,MAT-CSV-01318,,CATWALK A.0.50,PCS,35000,,ACTIVE,INSERTED
1319,MAT-CSV-01319,,RODA CASTOR 6/8 INCH,SET,220000,,ACTIVE,INSERTED
1320,MAT-CSV-01320,,JOINPIN TN-1,PCS,10000,,ACTIVE,INSERTED
1321,MAT-CSV-01321,,"CANAL BAJA RINGAN 0,75 SNI",BATANG,98000,MEGABAJA SERANG,ACTIVE,INSERTED
1322,MAT-CSV-01322,,"HOLO BAJA RINGAN PLAFON 0,35 38x38",BATANG,31000,,ACTIVE,INSERTED
1323,MAT-CSV-01323,,"HOLO BAJA RINGAN PLAFON 0,35 38x18",BATANG,25000,,ACTIVE,INSERTED
1324,MAT-CSV-01324,,SEIV BLUE PEACOK 480,PAIL,1260000,DUNIA BARU,ACTIVE,INSERTED
1325,MAT-CSV-01325,,SEIV 6610 PRIMER GREY,PAIL,985000,,ACTIVE,INSERTED
1326,MAT-CSV-01326,,THINNER KW1,JRG,380000,,ACTIVE,INSERTED
1327,MAT-CSV-01327,,"KOAS 2"" ETERNA",PCS,10000,,ACTIVE,INSERTED
1328,MAT-CSV-01328,,"MATA CUTTING BESI BESAR 14""",PCS,450000,,ACTIVE,INSERTED
1329,MAT-CSV-01329,,GYPSUM E-BOARD,LBR,48000,MEGABAJA SERANG,ACTIVE,INSERTED
1330,MAT-CSV-01330,,(MATERIAL LEBIH PADAT),Pcs,0,,ACTIVE,INSERTED
1331,MAT-CSV-01331,,"SKRUP GYPSUM 3,5CM",BOX,150000,,ACTIVE,INSERTED
1332,MAT-CSV-01332,,"SKRUP GYPSUM 2,5CM",BOX,100000,,ACTIVE,INSERTED
1333,MAT-CSV-01333,,BAJA RINGAN CNP CILEGON STEEL STIKER BIRU SNI,BATANG,98000,MEGABAJA SERANG,ACTIVE,INSERTED
1334,MAT-CSV-01334,,HOLLOW PREMIUM LITE 18 X 38,BATANG,25000,,ACTIVE,INSERTED
1335,MAT-CSV-01335,,HOLLOW PREMIUM LITE 38 X 38,BATANG,31000,,ACTIVE,INSERTED
1336,MAT-CSV-01336,,ROOFING KUNING 12X25,BOX,136000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1337,MAT-CSV-01337,,MUR M12 GALVANIS,PCS,750,,ACTIVE,INSERTED
1338,MAT-CSV-01338,,MUR M10 GALVANIS,PCS,470,,ACTIVE,INSERTED
1339,MAT-CSV-01339,,NUT GALVANIS M8,PCS,210,,ACTIVE,INSERTED
1340,MAT-CSV-01340,,ROOFING KUNING 12X25,DUS,134000,,ACTIVE,INSERTED
1341,MAT-CSV-01341,,CAT NP VINILEX - 300 WHITE,PAIL,863000,MITRA BARU,ACTIVE,INSERTED
1342,MAT-CSV-01342,,COMPUND APLUS CORNICE ADESHIVE,SAK,65000,,ACTIVE,INSERTED
1343,MAT-CSV-01343,,"PAKU RIVET 4,8MM",BOX,120000,,ACTIVE,INSERTED
1344,MAT-CSV-01344,,TANG RIVET 360 TKR,PCS,200000,,ACTIVE,INSERTED
1345,MAT-CSV-01345,,SILICON SEALENT KINAR PRO,PCS,47500,,ACTIVE,INSERTED
1346,MAT-CSV-01346,,GUN SILICION FREED,PCS,45000,,ACTIVE,INSERTED
1347,MAT-CSV-01347,,LIS GYPSUM ES-E8 8CM,BATANG,12000,LIS GYPSUM,ACTIVE,INSERTED
1348,MAT-CSV-01348,,ONGKIR,LOT,100000,,ACTIVE,INSERTED
1349,MAT-CSV-01349,,REFIL ROLL,BOX,72000,,ACTIVE,INSERTED
1350,MAT-CSV-01350,,"KABEL NYY 3X1,5",ROLL,875000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1351,MAT-CSV-01351,,"KABEL TIES 200X3,6",PACK,27500,,ACTIVE,INSERTED
1352,MAT-CSV-01352,,TANG POTONG BESAR,PCS,65000,,ACTIVE,INSERTED
1353,MAT-CSV-01353,,T-DUS 4 LUBANG,PCS,3500,,ACTIVE,INSERTED
1354,MAT-CSV-01354,,T-DUS 3 LUBANG,PCS,3000,,ACTIVE,INSERTED
1355,MAT-CSV-01355,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER,ACTIVE,INSERTED
1356,MAT-CSV-01356,,TERPUS GENTENG M-CLASS COKLAT TENGAH,PCS,25000,,ACTIVE,INSERTED
1357,MAT-CSV-01357,,ONGKIR,LOT,300000,,ACTIVE,INSERTED
1358,MAT-CSV-01358,,ARGON,TABUNG,250000,IWAN ARGON,ACTIVE,INSERTED
1359,MAT-CSV-01359,,OKSIGEN,TABUNG,75000,,ACTIVE,INSERTED
1360,MAT-CSV-01360,,CNP 150 x 3.2 x 6mtr,BATANG,555000,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1361,MAT-CSV-01361,,PLAT BORDES 4'x8'x4mm,LEMBAR,1598400,,ACTIVE,INSERTED
1362,MAT-CSV-01362,,PLAT POLOS 4'x8'x8mm,LEMBAR,1420800,,ACTIVE,INSERTED
1363,MAT-CSV-01363,,WF 400 x 200 x 12mtr,BATANG,15207000,,ACTIVE,INSERTED
1364,MAT-CSV-01364,,WF 200 x 100 x 12mtr,BATANG,3918300,,ACTIVE,INSERTED
1365,MAT-CSV-01365,,WF 300 x 150 x 6mtr,BATANG,4040400,,ACTIVE,INSERTED
1366,MAT-CSV-01366,,SIKU 60 x 60 x 6mtr,BATANG,421800,,ACTIVE,INSERTED
1367,MAT-CSV-01367,,GRANIT KW1 KIA SUPER WHITE 60x60,BOX,168000,BELANJA KERAMIK,ACTIVE,INSERTED
1368,MAT-CSV-01368,,KRAMIK DINDING 25x40 WHITE,DUS,65900,,ACTIVE,INSERTED
1369,MAT-CSV-01369,,KRAMIK LANTAI KASAR 40x40,DUS,66000,,ACTIVE,INSERTED
1370,MAT-CSV-01370,,SEMEN TR-30,SAK,117000,MUTIARA INDAH,ACTIVE,INSERTED
1371,MAT-CSV-01371,,MARKER WHITE BLACK,DUS,270000,,ACTIVE,INSERTED
1372,MAT-CSV-01372,,SKRUP GIPSUM 6x11/2,DUS,40000,,ACTIVE,INSERTED
1373,MAT-CSV-01373,,LAKBAN HITAM,PCS,7500,,ACTIVE,INSERTED
1374,MAT-CSV-01374,,"LAKBAN KERTAS 2""",PCS,8000,,ACTIVE,INSERTED
1375,MAT-CSV-01375,,SAFETY GLASS,PCS,25000,,ACTIVE,INSERTED
1376,MAT-CSV-01376,,S TANGAN 5B,LSN,25000,,ACTIVE,INSERTED
1377,MAT-CSV-01377,,SUPER SILICON WHITE,PCS,22000,,ACTIVE,INSERTED
1378,MAT-CSV-01378,,S TANGAN GOSAVE,LSN,220000,,ACTIVE,INSERTED
1379,MAT-CSV-01379,,AMPLAS METERAN GRIT 180 (50M),ROLL,178500,L10 GLODOK,ACTIVE,INSERTED
1380,MAT-CSV-01380,,"TATAKAN AMPLAS VELCRO 4""",PCS,3500,,ACTIVE,INSERTED
1381,MAT-CSV-01381,,"AMPLAS BULAT VELCRO 4"" GRIT 240 (100)",DUS,34500,,ACTIVE,INSERTED
1382,MAT-CSV-01382,,"AMPLAS BULAT VELCRO 4"" GRIT 400 (100)",DUS,34500,,ACTIVE,INSERTED
1383,MAT-CSV-01383,,"AMPLAS BULAT VELCRO 4"" GRIT 180 (100)",DUS,34500,,ACTIVE,INSERTED
1384,MAT-CSV-01384,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER,ACTIVE,INSERTED
1385,MAT-CSV-01385,,COMPUND A-PLUS,SAK,75000,,ACTIVE,INSERTED
1386,MAT-CSV-01386,,PAKU 7 BETON,BOX,65000,,ACTIVE,INSERTED
1387,MAT-CSV-01387,,CAT GENTENG DARK BROWN,GLN,215000,,ACTIVE,INSERTED
1388,MAT-CSV-01388,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,,ACTIVE,INSERTED
1389,MAT-CSV-01389,,LISPLANK GRC SUPERB/POLOS 300MM,PCS,80000,,ACTIVE,INSERTED
1390,MAT-CSV-01390,,LISPLANK GRC SUPERB/POLOS 200MM,PCS,55000,,ACTIVE,INSERTED
1391,MAT-CSV-01391,,COMPUND A-PLUS,SAK,75000,,ACTIVE,INSERTED
1392,MAT-CSV-01392,,SUPER SILICON WHITE,PCS,22000,,ACTIVE,INSERTED
1393,MAT-CSV-01393,,S.TANGAN GOSAVE,LSN,220000,,ACTIVE,INSERTED
1394,MAT-CSV-01394,,KAPUR BESI,PAK,17000,,ACTIVE,INSERTED
1395,MAT-CSV-01395,,MARKER WHITE,DUS,270000,,ACTIVE,INSERTED
1396,MAT-CSV-01396,,SKRUP GIPSUM 6 X 1 1/2,DUS,40000,,ACTIVE,INSERTED
1397,MAT-CSV-01397,,LAKBAN HITAM,PCS,7500,,ACTIVE,INSERTED
1398,MAT-CSV-01398,,LAKBAN KERTAS,PCS,8000,,ACTIVE,INSERTED
1399,MAT-CSV-01399,,KACAMATA HITAM FULL SAFETY,PCS,25000,,ACTIVE,INSERTED
1400,MAT-CSV-01400,,S.TANGAN 5B,LSN,25000,,ACTIVE,INSERTED
1401,MAT-CSV-01401,,SEMEN MU - 400,SAK,140000,,ACTIVE,INSERTED
1402,MAT-CSV-01402,,SIKA GROUT 215,SAJ,125000,,ACTIVE,INSERTED
1403,MAT-CSV-01403,,KAIN GIPSUM,PCS,125000,,ACTIVE,INSERTED
1404,MAT-CSV-01404,,VINILEX 300,GLN,160000,,ACTIVE,INSERTED
1405,MAT-CSV-01405,,LIST GIPSUM 8 CM,BTG,12000,,ACTIVE,INSERTED
1406,MAT-CSV-01406,,COMPUND A-PLUS,SAK,65000,,ACTIVE,INSERTED
1407,MAT-CSV-01407,,COMPUND A-PLUS,SAK,75000,,ACTIVE,INSERTED
1408,MAT-CSV-01408,,SEMEN MU - 400,SAK,140000,,ACTIVE,INSERTED
1409,MAT-CSV-01409,,SIKA GROUT 215,SAK,125000,,ACTIVE,INSERTED
1410,MAT-CSV-01410,,VINILEX 300,PAIL,830000,,ACTIVE,INSERTED
1411,MAT-CSV-01411,,PLAT POLOS 4'x8'x8mm,LEMBAR,2508600,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1412,MAT-CSV-01412,,WF 400 x 200 x 12mtr,BATANG,15207000,,ACTIVE,INSERTED
1413,MAT-CSV-01413,,WF 200 x 100 x 12mtr,BATANG,3918300,,ACTIVE,INSERTED
1414,MAT-CSV-01414,,WF 300 x 150 x 6mtr,BATANG,4040400,,ACTIVE,INSERTED
1415,MAT-CSV-01415,,PHILIPS LED DOWNLIGHT MESON 125 13W 65K WHITE,BOX,191818,TK LISTRIK JAKARTA,ACTIVE,INSERTED
1416,MAT-CSV-01416,,"PIPA 1 1/2"" GALVANIS SCH 40",BTG,710000,SUMBER REJEKI UTAMA,ACTIVE,INSERTED
1417,MAT-CSV-01417,,"PIPA 2"" GALVANIS SCH 40",BTG,930000,,ACTIVE,INSERTED
1418,MAT-CSV-01418,,"ELBOW GALVANIS 90� 1 1/2""",BTG,24000,,ACTIVE,INSERTED
1419,MAT-CSV-01419,,"ELBOW GALVANIS 90� 2""",PCS,39500,,ACTIVE,INSERTED
1420,MAT-CSV-01420,,"FLANGE GALVANIS JIS 10K 1 1/2""",PCS,78000,,ACTIVE,INSERTED
1421,MAT-CSV-01421,,"TEE GALVANIS 1 1/2""",PCS,62000,,ACTIVE,INSERTED
1422,MAT-CSV-01422,,"TEE GALVANIS 2""",PCS,73000,,ACTIVE,INSERTED
1423,MAT-CSV-01423,,"FLANGE GALVANIS JIS 10K 2""",PCS,87000,,ACTIVE,INSERTED
1424,MAT-CSV-01424,,"BALL VALVE GALVANIS JIS 10K 1 1/2"" KAi",PCS,900000,,ACTIVE,INSERTED
1425,MAT-CSV-01425,,"BALL VALVE GALVANIS JIS 10K 2"" KAi",PCS,1000000,,ACTIVE,INSERTED
1426,MAT-CSV-01426,,CNP 150 x 3.2 x 6mtr,BATANG,555000,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1427,MAT-CSV-01427,,WF 200 x 100 x 12mtr,BATANG,3918300,,ACTIVE,INSERTED
1428,MAT-CSV-01428,,WF 300 x 150 x 6mtr,BATANG,4040400,,ACTIVE,INSERTED
1429,MAT-CSV-01429,,PLAT HITAM CS 8mm x 4'x8',LEMBAR,2519700,,ACTIVE,INSERTED
1430,MAT-CSV-01430,,SEMEN TR-30,SAK,117000,MUTIARA INDAH,ACTIVE,INSERTED
1431,MAT-CSV-01431,,ROOFING FF PUTIH 5CM,DUS,105000,,ACTIVE,INSERTED
1432,MAT-CSV-01432,,VINILEX 300 WHITE,PAIL,860000,,ACTIVE,INSERTED
1433,MAT-CSV-01433,,ROLL CAT BESAR,PCS,40000,,ACTIVE,INSERTED
1434,MAT-CSV-01434,,"GERINDA TEMOK 4""",PCS,55000,,ACTIVE,INSERTED
1435,MAT-CSV-01435,,ROSKAM PLASTIK,PCS,35000,,ACTIVE,INSERTED
1436,MAT-CSV-01436,,"KRAN ONDA 1/2""",PCS,120000,,ACTIVE,INSERTED
1437,MAT-CSV-01437,,LISPLANK GRC SUPERB/POLOS 300MM,PCS,80000,MUTIARA INDAH,ACTIVE,INSERTED
1438,MAT-CSV-01438,,LISPLANK GRC SUPERB/POLOS 200MM,PCS,55000,,ACTIVE,INSERTED
1439,MAT-CSV-01439,,LIST GIPSUM 8 CM,BTG,12500,,ACTIVE,INSERTED
1440,MAT-CSV-01440,,GYPSUM EBOARD JAYABOARD 2.4x1.2,LBR,60000,,ACTIVE,INSERTED
1441,MAT-CSV-01441,,"HOLO 40x40x4M 0,35",BTG,32000,,ACTIVE,INSERTED
1442,MAT-CSV-01442,,WASTAFEL TOTO,UNIT,1650000,,ACTIVE,INSERTED
1443,MAT-CSV-01443,,WC DUDUK TOTO,UNIT,2400000,,ACTIVE,INSERTED
1444,MAT-CSV-01444,,URINOIR TOTO WC BEDIRI,UNIT,1800000,,ACTIVE,INSERTED
1445,MAT-CSV-01445,,CERMIN WASTAFEL 50x80,LBR,770000,,ACTIVE,INSERTED
1446,MAT-CSV-01446,,SHOWER,PCS,1325000,,ACTIVE,INSERTED
1447,MAT-CSV-01447,,"ELBOW 3"" PVC",PCS,95000,,ACTIVE,INSERTED
1448,MAT-CSV-01448,,PAKU BETON 7,BOX,100000,,ACTIVE,INSERTED
1449,MAT-CSV-01449,,BATU ALAM 30x30,M,135000,,ACTIVE,INSERTED
1450,MAT-CSV-01450,,BATU ALAM 40x40,M,145000,,ACTIVE,INSERTED
1451,MAT-CSV-01451,,BOLT NUT M8X45,PCS,650,,ACTIVE,INSERTED
1452,MAT-CSV-01452,,GRANIT KW1 KIA SUPER WHITE 60x60,BOX,170000,MUTIARA INDAH,ACTIVE,INSERTED
1453,MAT-CSV-01453,,"SKRUP GYPSUM 1x1/2""",BOX,45000,,ACTIVE,INSERTED
1454,MAT-CSV-01454,,GYPSUM E-BOARD 9x1200x2400,LBR,55000,,ACTIVE,INSERTED
1455,MAT-CSV-01455,,"CNP BAJA RINGAN CILEGON STEEL BIRU 0,75 SNI",BTG,101000,,ACTIVE,INSERTED
1456,MAT-CSV-01456,,DYNABOLT M10x100,PCS,3100,,ACTIVE,INSERTED
1457,MAT-CSV-01457,,BOLT NUT M10x45,PCS,1300,,ACTIVE,INSERTED
1458,MAT-CSV-01458,,"SOCK PVC 2"" AW",PCS,32500,,ACTIVE,INSERTED
1459,MAT-CSV-01459,,"PIPA PVC 1/2"" AW",PCS,58000,,ACTIVE,INSERTED
1460,MAT-CSV-01460,,"SOCK PVC 1"" AW",PCS,13500,,ACTIVE,INSERTED
1461,MAT-CSV-01461,,"DOP DRAT 1/2"" AW",PCS,10000,,ACTIVE,INSERTED
1462,MAT-CSV-01462,,"SOCK DRAT 1/2""",PCS,9500,,ACTIVE,INSERTED
1463,MAT-CSV-01463,,ROOFING 5CM SKRUP,BOX,136000,,ACTIVE,INSERTED
1464,MAT-CSV-01464,,THINNER KW1,JRG,380000,,ACTIVE,INSERTED
1465,MAT-CSV-01465,,PLAT BAR/STRIP 100x6x6mtr,BATANG,377400,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1466,MAT-CSV-01466,,SIKU 60x60x6mtr,BATANG,405150,,ACTIVE,INSERTED
1467,MAT-CSV-01467,,BORDES 4'x8'x4mm,LEMBAR,1781550,,ACTIVE,INSERTED
1468,MAT-CSV-01468,,ROOFING KUNING 12X25,BOX,138000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1469,MAT-CSV-01469,,ROOFING KUNING 12X75,BOX,210000,,ACTIVE,INSERTED
1470,MAT-CSV-01470,,LIST ES 8 CM,BATANG,12500,NISA GYPSUM BAJARINGAN,ACTIVE,INSERTED
1471,MAT-CSV-01471,,SEMEN TR-30,SAK,115000,,ACTIVE,INSERTED
1472,MAT-CSV-01472,,LB 52 3.2,BOX,204000,KARYA WARGI,ACTIVE,INSERTED
1473,MAT-CSV-01473,,KACA CERMIN 70X50,SET,230000,,ACTIVE,INSERTED
1474,MAT-CSV-01474,,SEMEN TR-30,SAK,115000,,ACTIVE,INSERTED
1475,MAT-CSV-01475,,"KUAS 2"" ETERNA",PCS,12000,,ACTIVE,INSERTED
1476,MAT-CSV-01476,,"KUAS 4"" ETERNA",PCS,22000,,ACTIVE,INSERTED
1477,MAT-CSV-01477,,NAT KRAMIK GRANIT TILE GROUT,KG,17500,,ACTIVE,INSERTED
1478,MAT-CSV-01478,,"PIPA PVC RUCIKA 4"" D",BTG,195000,MUTIARA INDAH,ACTIVE,INSERTED
1479,MAT-CSV-01479,,"TEE PVC RUCIKA 4"" D",BTG,45000,,ACTIVE,INSERTED
1480,MAT-CSV-01480,,"ELBOW PVC 4"" D",PCS,32500,,ACTIVE,INSERTED
1481,MAT-CSV-01481,,CAT PERNIS BATU ALAM PROPAN,KLG,105000,,ACTIVE,INSERTED
1482,MAT-CSV-01482,,CAT TEMBOK VINILEX 300 WHITE,PAIL,830000,,ACTIVE,INSERTED
1483,MAT-CSV-01483,,"PAKU RIVET 4,8",BOX,65000,,ACTIVE,INSERTED
1484,MAT-CSV-01484,,MATA BOR NACHI 5MM,PCS,35000,,ACTIVE,INSERTED
1485,MAT-CSV-01485,,ROOFING KUNING 12X25,BOX,120000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1486,MAT-CSV-01486,,ROOFING KUNING 12X45,BOX,160000,,ACTIVE,INSERTED
1487,MAT-CSV-01487,,ROOFING KUNING 12X75,BOX,155000,,ACTIVE,INSERTED
1488,MAT-CSV-01488,,"GALVALUME,ABU MAJA TCT 1020x0,40",Lembar,95000,PT MAJAMAKMUR SUKSES MANDIRI,ACTIVE,INSERTED
1489,MAT-CSV-01489,,TYPE : MAJADECK,Pcs,0,,ACTIVE,INSERTED
1490,MAT-CSV-01490,,BORDESH 4'x8'x4mm,LEMBAR,1898100,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1491,MAT-CSV-01491,,WF 200 x 100 x 12mtr,BATANG,3896100,,ACTIVE,INSERTED
1492,MAT-CSV-01492,,SIKU 60x60x6mm x 6mtr,BATANG,388500,,ACTIVE,INSERTED
1493,MAT-CSV-01493,,BALL VALVE SS304,Unit,5250000,PD HARAPAN PERSADA,ACTIVE,INSERTED
1494,MAT-CSV-01494,,FLANGE JIS 10K C/W,Pcs,0,,ACTIVE,INSERTED
1495,MAT-CSV-01495,,DOUBLE ACTING ACTUATOR+SOLENOID VALVE 220VAC,Pcs,0,,ACTIVE,INSERTED
1496,MAT-CSV-01496,,"SIZE : 1�""",Pcs,0,,ACTIVE,INSERTED
1497,MAT-CSV-01497,,"REDUCER CON SS304 2""x1�"" SCH 20",PCS,185000,,ACTIVE,INSERTED
1498,MAT-CSV-01498,,SEIV BLUE PEACOK 480,PAIL,1260000,DUNIA BARU,ACTIVE,INSERTED
1499,MAT-CSV-01499,,SEIV 6610 PRIMER GREY,PAIL,995000,,ACTIVE,INSERTED
1500,MAT-CSV-01500,,THINNER KW1,JRG,380000,,ACTIVE,INSERTED
1501,MAT-CSV-01501,,VINILEX 300 WHITE,PAIL,860000,,ACTIVE,INSERTED
1502,MAT-CSV-01502,,PINTU ALUMUNIUM COKLAT SET,UNIT,850000,MUTIARA INDAH,ACTIVE,INSERTED
1503,MAT-CSV-01503,,KACA CERMIN KAMAR MANDI 50x70,PCS,200000,,ACTIVE,INSERTED
1504,MAT-CSV-01504,,BOLT NUT M16x60 PUTIH,PCS,3600,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1505,MAT-CSV-01505,,WIREMESH M10 5400x2100,LEMBAR,965700,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1506,MAT-CSV-01506,,BESI 6 POLOS,BATANG,29970,,ACTIVE,INSERTED
1507,MAT-CSV-01507,,UNP 50x38x5mm,BATANG,233100,,ACTIVE,INSERTED
1508,MAT-CSV-01508,,SIKU 40x40x4mm,BATANG,144300,,ACTIVE,INSERTED
1509,MAT-CSV-01509,,"TALANG AIR GALVALUME 0,35MM",M,89000,MUTIARA INDAH,ACTIVE,INSERTED
1510,MAT-CSV-01510,,MATA ROOFING M8,PACK,35000,,ACTIVE,INSERTED
1511,MAT-CSV-01511,,MATA ROLL CAT KECIL,PACK,50000,,ACTIVE,INSERTED
1512,MAT-CSV-01512,,SILICON HITAM/GREY,PCS,26000,,ACTIVE,INSERTED
1513,MAT-CSV-01513,,"FLOWMETER PDAM 1 1/2""",PCS,185000,,ACTIVE,INSERTED
1514,MAT-CSV-01514,,"BALL VALVE SANKYO 1/2""",PCS,80000,,ACTIVE,INSERTED
1515,MAT-CSV-01515,,KASO,IKAT,130000,MITRA KUSUMA JAYA,ACTIVE,INSERTED
1516,MAT-CSV-01516,,TRIPLEK 8MM,LEMBAR,95000,,ACTIVE,INSERTED
1517,MAT-CSV-01517,,PAKU 5,KG,20000,,ACTIVE,INSERTED
1518,MAT-CSV-01518,,"ETERNA 2X1,5",M,12000,,ACTIVE,INSERTED
1519,MAT-CSV-01519,,BATA MERAH,PCS,500,,ACTIVE,INSERTED
1520,MAT-CSV-01520,,PASIR AYAK,PICKUP,250000,,ACTIVE,INSERTED
1521,MAT-CSV-01521,,PLASTIK COR,KG,13500,,ACTIVE,INSERTED
1522,MAT-CSV-01522,,METERAN SOLIGEN,PCS,20000,,ACTIVE,INSERTED
1523,MAT-CSV-01523,,READY MIX CONCRETE K-350,M3,950000,PT HIRA KARYA PERSADA,ACTIVE,INSERTED
1524,MAT-CSV-01524,,TALANG R-22,BATANG,400000,MITRA KUSUMA JAYA,ACTIVE,INSERTED
1525,MAT-CSV-01525,,PLAT STRIP,BATANG,120000,,ACTIVE,INSERTED
1526,MAT-CSV-01526,,KUNCI 8 + 6,PCS,50000,,ACTIVE,INSERTED
1527,MAT-CSV-01527,,KASO 4X6,IKAT,130000,,ACTIVE,INSERTED
1528,MAT-CSV-01528,,TRIPLEK 8MM,LEMBAR,95000,,ACTIVE,INSERTED
1529,MAT-CSV-01529,,PAKU 7,KG,20000,,ACTIVE,INSERTED
1530,MAT-CSV-01530,,PAKU 4,KG,12000,,ACTIVE,INSERTED
1531,MAT-CSV-01531,,THINNER,KALENG,25000,,ACTIVE,INSERTED
1532,MAT-CSV-01532,,BESI 8 FULL,BATANG,50000,,ACTIVE,INSERTED
1533,MAT-CSV-01533,,"KUAS 2""",PCS,12000,,ACTIVE,INSERTED
1534,MAT-CSV-01534,,GOTHIC,PCS,65000,,ACTIVE,INSERTED
1535,MAT-CSV-01535,,KAWAT BENDRAT,KG,20000,,ACTIVE,INSERTED
1536,MAT-CSV-01536,,HAND PALLET HMP-3T-N685/1220,UNIT,2791700,INDOTARA PERSADA,ACTIVE,INSERTED
1537,MAT-CSV-01537,,-OVERAL LENGTH : 1580MM,-,0,,ACTIVE,INSERTED
1538,MAT-CSV-01538,,-FORK LENGTH : 1220MM,-,0,,ACTIVE,INSERTED
1539,MAT-CSV-01539,,-FORK OVERALL WIDTH : 685MM,-,0,,ACTIVE,INSERTED
1540,MAT-CSV-01540,,-WHEEL MATERIAL : NYLON,-,0,,ACTIVE,INSERTED
1541,MAT-CSV-01541,,-CAP : 3TON,-,0,,ACTIVE,INSERTED
1542,MAT-CSV-01542,,FLOW METER FLANGE,UNIT,1322000,MULTI TEKNIK,ACTIVE,INSERTED
1543,MAT-CSV-01543,,"1�""",Pcs,0,,ACTIVE,INSERTED
1544,MAT-CSV-01544,,BATA MERAH,PCS,500,MITRA KUSUMA JAYA,ACTIVE,INSERTED
1545,MAT-CSV-01545,,PASIR,ENGKEL,250000,,ACTIVE,INSERTED
1546,MAT-CSV-01546,,SEMEN JAKARTA,SAK,44000,,ACTIVE,INSERTED
1547,MAT-CSV-01547,,KAWAT BENDRAT,ROLL,20000,,ACTIVE,INSERTED
1548,MAT-CSV-01548,,SEPATU BOOTS,PSG,70000,,ACTIVE,INSERTED
1549,MAT-CSV-01549,,POLICE LINE,ROLL,60000,,ACTIVE,INSERTED
1550,MAT-CSV-01550,,UNP 50x38x5mm,BATANG,233100,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1551,MAT-CSV-01551,,SIKU 40x40x4mm,BATANG,188700,,ACTIVE,INSERTED
1552,MAT-CSV-01552,,PASIR AYAK,ENGKEL,250000,MITRA KUSUMA JAYA,ACTIVE,INSERTED
1553,MAT-CSV-01553,,SEMEN JAKARTA,SAK,44000,,ACTIVE,INSERTED
1554,MAT-CSV-01554,,KASO,IKAT,130000,,ACTIVE,INSERTED
1555,MAT-CSV-01555,,PAKU 7,KG,20000,,ACTIVE,INSERTED
1556,MAT-CSV-01556,,BESI 10 FULL,BTG,70000,,ACTIVE,INSERTED
1557,MAT-CSV-01557,,TAMBANG NYLON 20MM,M,16000,KARYA WARGI,ACTIVE,INSERTED
1558,MAT-CSV-01558,,GUN SPRAY TABUNG ATAS,SET,300000,,ACTIVE,INSERTED
1559,MAT-CSV-01559,,ENGSEL PINTU 4x3,SET,25000,,ACTIVE,INSERTED
1560,MAT-CSV-01560,,OBENG,SET,30000,,ACTIVE,INSERTED
