NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS,NOTE
543,MAT-CSV-00543,,CUTTER 16,Pcs,10000,,ACTIVE,INSERTED
544,MAT-CSV-00544,,BOLT NUT M16X60 SS304,Pcs,24830,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
545,MAT-CSV-00545,,BOLT NUT M10X50 SS304 L,Pcs,16290,,ACTIVE,INSERTED
546,MAT-CSV-00546,,"LEVERBLOCK 3TON x 1,5m",Unit,2497000,VICTOR TEKNIK MANDIRI,ACTIVE,INSERTED
547,MAT-CSV-00547,,CAT VINILEX P300 WHITE INT EXT,PAIL,800000,DUNIA BARU,ACTIVE,INSERTED
548,MAT-CSV-00548,,CAT SEIV 6610 PRIMER GREY,PAIL,985000,,ACTIVE,INSERTED
549,MAT-CSV-00549,,PROXIMITY SENSOR PRL 18-8DP,Pcs,209910,SAHABAT JAYA BERSAMA,ACTIVE,INSERTED
550,MAT-CSV-00550,,BOX PANEL OUTDOOR PVC 400X400X200,PCS,1300000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
551,MAT-CSV-00551,,RELAY + SOCKET 24VDC OMRON 4TK,PCS,65000,,ACTIVE,INSERTED
552,MAT-CSV-00552,,CABLE SIGNAL 2C HWG18/305M (2000M),ROLL,3850000,,ACTIVE,INSERTED
553,MAT-CSV-00553,,CABLE SIGNAL 3C HWG 18/30M (1000M),ROLL,7150000,,ACTIVE,INSERTED
554,MAT-CSV-00554,,"CABLE POWER 1CX1,0MM NYAF",PCS,3200,,ACTIVE,INSERTED
555,MAT-CSV-00555,,"CABLE POWER 2CX1,0MM NYAF",PCS,12000,,ACTIVE,INSERTED
556,MAT-CSV-00556,,"CABLE POWER 3CX1,0MM NYAF",PCS,15000,,ACTIVE,INSERTED
557,MAT-CSV-00557,,"CABLE POWER 20CX1,0MM NYAF",M,70000,,ACTIVE,INSERTED
558,MAT-CSV-00558,,SELECTOR SWITCH AUTO/MAN22 SCHNEIDER,PCS,95000,,ACTIVE,INSERTED
559,MAT-CSV-00559,,MCB 100A SCHNEIDER,PCS,600000,,ACTIVE,INSERTED
560,MAT-CSV-00560,,CERAMIC FUSE 10A+RUMAH,PCS,5000,,ACTIVE,INSERTED
561,MAT-CSV-00561,,CERAMIC FUSE 5A+RUMAH,PCS,15000,,ACTIVE,INSERTED
562,MAT-CSV-00562,,EMI FILTER 120/250VAC,PCS,175000,,ACTIVE,INSERTED
563,MAT-CSV-00563,,PUSH BUTTON ON 22 SCHNEIDER,PCS,45000,,ACTIVE,INSERTED
564,MAT-CSV-00564,,PUSH BUTTON OFF 22 SCHNEIDER,PCS,45000,,ACTIVE,INSERTED
565,MAT-CSV-00565,,MAIN MCB 6A LS DC 6A,PCS,65000,,ACTIVE,INSERTED
566,MAT-CSV-00566,,PILOT LAMP 24VDC 22 SCHNEIDER,PCS,45000,,ACTIVE,INSERTED
567,MAT-CSV-00567,,INDIKATOR ALARM,PCS,65000,,ACTIVE,INSERTED
568,MAT-CSV-00568,,TERMINAL BLOCK RAIL TYPE TBC 10A,PACK,200000,,ACTIVE,INSERTED
569,MAT-CSV-00569,,PIPA CONDUIT 20MM,BATANG,17500,,ACTIVE,INSERTED
570,MAT-CSV-00570,,ELBOW CONDUIT 20MM 30PCS,PCS/PCK,130000,,ACTIVE,INSERTED
571,MAT-CSV-00571,,SOCKET CONDUIT 20MM 30PCS,PCS/PCK,130000,,ACTIVE,INSERTED
572,MAT-CSV-00572,,DC POWER SUPPLY QUINT 2A24VDC,PCS,250000,,ACTIVE,INSERTED
573,MAT-CSV-00573,,"PIPA CONDUIT GAL 3/4"" GALVANIZED",BATANG,78000,,ACTIVE,INSERTED
574,MAT-CSV-00574,,"FLEXIBLE CONNECTOR 3/4"" GALVANIZED",PCS,8500,,ACTIVE,INSERTED
575,MAT-CSV-00575,,"FLEXIBLE CONDUIT 3/4"" BARTON",ROLL,550000,,ACTIVE,INSERTED
576,MAT-CSV-00576,,"SOCKET PIPA CONDUIT 3/4"" GALVANIZED",PCS,8500,,ACTIVE,INSERTED
577,MAT-CSV-00577,,"UNION CONDUIT 3/4"" GALVANIZED",PCS,20000,,ACTIVE,INSERTED
578,MAT-CSV-00578,,"UNISTROUT PIPE 3/4""",PCS,20000,,ACTIVE,INSERTED
579,MAT-CSV-00579,,CLAMP UNISTROUT PIPE 3/4,PACK,200000,,ACTIVE,INSERTED
580,MAT-CSV-00580,,"KABEL TIES 300X3,6MM",PACK,30000,,ACTIVE,INSERTED
581,MAT-CSV-00581,,KABEL SCUN Y1MM MERAH,PACK,25000,,ACTIVE,INSERTED
582,MAT-CSV-00582,,KABEL SCUN Y1MM BIRU,PACK,25000,,ACTIVE,INSERTED
583,MAT-CSV-00583,,"KABEL MARKER 0-9 FOR CABLE 2,25MM",ROLL/SET,35000,,ACTIVE,INSERTED
584,MAT-CSV-00584,,VENTILASI UDARA UNTUK PANEL,PCS,125000,,ACTIVE,INSERTED
585,MAT-CSV-00585,,PLAT CS 10MM 4'X8',Lembar,3429900,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
586,MAT-CSV-00586,,PLAT CS 2MM 4'X8',Lembar,754800,,ACTIVE,INSERTED
587,MAT-CSV-00587,,GEROBAK ARTCO,UNIT,750000,KARYA WARGI,ACTIVE,INSERTED
588,MAT-CSV-00588,,MATA ROOFING 8MM TOMECO,PCS,13000,,ACTIVE,INSERTED
589,MAT-CSV-00589,,MATA OBENG TEKIRO,PCS,13000,,ACTIVE,INSERTED
590,MAT-CSV-00590,,argon wg,Tabung,250000,IWAN ARGON,ACTIVE,INSERTED
591,MAT-CSV-00591,,Oksigen,Tabung,75000,,ACTIVE,INSERTED
592,MAT-CSV-00592,,"JASA ROLL PIPA, PLAT JACKET",Lot,2630000,MITRA BAJA PERSADA,ACTIVE,INSERTED
593,MAT-CSV-00593,,"JASA MANPOWER WELDING FABRIKASI PLAT, PIPA",Lot,7000000,,ACTIVE,INSERTED
594,MAT-CSV-00594,,ARGON LPG OXIGEN,Lot,3059500,,ACTIVE,INSERTED
595,MAT-CSV-00595,,BOLT NUT SS304 ETC,Lot,1000000,,ACTIVE,INSERTED
596,MAT-CSV-00596,,MATERIAL PIPA GALVANIS SCH 40x6M,Batang,1850000,,ACTIVE,INSERTED
597,MAT-CSV-00597,,ATAP GALVALUME AZ 100 G550,Lembar,510000,PT MAJAMAKMUR SUKSES MANDIRI,ACTIVE,INSERTED
598,MAT-CSV-00598,,TYPE 920 (11 GELOMBANG),Pcs,0,,ACTIVE,INSERTED
599,MAT-CSV-00599,,"TEBAL 0,40 TCT",Pcs,0,,ACTIVE,INSERTED
600,MAT-CSV-00600,,LEBAR 920mm,Pcs,0,,ACTIVE,INSERTED
601,MAT-CSV-00601,,PANJANG 4m,Pcs,0,,ACTIVE,INSERTED
602,MAT-CSV-00602,,STAMPER PAVING/KODOK,Unit,7150000,VICTOR TEKNIK MANDIRI,ACTIVE,INSERTED
603,MAT-CSV-00603,,BENSIN,Pcs,0,,ACTIVE,INSERTED
604,MAT-CSV-00604,,ENGINE GP160 HONDA,Pcs,0,,ACTIVE,INSERTED
605,MAT-CSV-00605,,TERMINAL BROCO 4LB,PCS,47500,,ACTIVE,INSERTED
606,MAT-CSV-00606,,KEPALA STEKER BROCO,PCS,13000,,ACTIVE,INSERTED
607,MAT-CSV-00607,,"GERINDA MAKTEC 4""",Unit,405000,,ACTIVE,INSERTED
608,MAT-CSV-00608,,"NYYHY 2X2,5 ETERNA SERABUT @50M",ROLL,765000,,ACTIVE,INSERTED
609,MAT-CSV-00609,,ROOFING KUNING 12X75 C250,Box,173750,PD PANJI RIMBA TEKNIK,ACTIVE,INSERTED
610,MAT-CSV-00610,,"TEE SGP CS LAS 1/2"" SCH 20",Pcs,16000,,ACTIVE,INSERTED
611,MAT-CSV-00611,,KABEL DUCT,BTG,20000,TOKO SEMI ELECTRIC,ACTIVE,INSERTED
612,MAT-CSV-00612,,ELBOW PVC,PCS,2000,,ACTIVE,INSERTED
613,MAT-CSV-00613,,TANG KOMBINASI,PCS,36000,,ACTIVE,INSERTED
614,MAT-CSV-00614,,PIPA KABEL,PCS,20000,,ACTIVE,INSERTED
615,MAT-CSV-00615,,TANG POTONG,PCS,25000,,ACTIVE,INSERTED
616,MAT-CSV-00616,,ENGSEL SCHNEIDER,PCS,25000,,ACTIVE,INSERTED
617,MAT-CSV-00617,,SERO SCHNEIDER,PCS,35000,,ACTIVE,INSERTED
618,MAT-CSV-00618,,MATERIAL DONGJIN ELECTRICAL,LOT,300000,,ACTIVE,INSERTED
619,MAT-CSV-00619,,"NYM 2x1,5",ROLL,290000,TOKO SEMI ELECTRIC,ACTIVE,INSERTED
620,MAT-CSV-00620,,FLEXIBLE,ROLL,75000,,ACTIVE,INSERTED
621,MAT-CSV-00621,,STOP AC BROCO,SET,60000,,ACTIVE,INSERTED
622,MAT-CSV-00622,,KLEM PIPA,PACK,100000,,ACTIVE,INSERTED
623,MAT-CSV-00623,,MCB SCHNEIDER BIRU SPLN 16A,PCS,35000,,ACTIVE,INSERTED
624,MAT-CSV-00624,,MCB SCHNEIDER BIRU SPLN 2A,PCS,25000,,ACTIVE,INSERTED
625,MAT-CSV-00625,,MCB SCHNEIDER BIRU SPLN 25A,PCS,35000,,ACTIVE,INSERTED
626,MAT-CSV-00626,,TOOL DRIL BIT ALAT PENGASAH MATA BOR,SET,20000,,ACTIVE,INSERTED
627,MAT-CSV-00627,,"KEPALA BOR CHUCK 1,5-10MM",SET,25000,,ACTIVE,INSERTED
628,MAT-CSV-00628,,MESIN LAS WELDMAX POWER251 1PASS,Unit,4000000,VICTOR TEKNIK MANDIRI,ACTIVE,INSERTED
629,MAT-CSV-00629,,"GERINDA MAKTEC 4""",Unit,405000,,ACTIVE,INSERTED
630,MAT-CSV-00630,,"METERAN 7,5 M",Pcs,45000,,ACTIVE,INSERTED
631,MAT-CSV-00631,,TANG POTONG,Pcs,47500,,ACTIVE,INSERTED
632,MAT-CSV-00632,,TANG KOMBINASI,Pcs,52500,,ACTIVE,INSERTED
633,MAT-CSV-00633,,OBENG +-,Pcs,32500,,ACTIVE,INSERTED
634,MAT-CSV-00634,,TESPEN,Pcs,15000,,ACTIVE,INSERTED
635,MAT-CSV-00635,,TANG AMPERE,Pcs,950000,,ACTIVE,INSERTED
636,MAT-CSV-00636,,MASKING TAPE BESAR,Pcs,9500,,ACTIVE,INSERTED
637,MAT-CSV-00637,,"KABEL POWER NYYHY 3X2,5 SERABUT",Roll,750000,,ACTIVE,INSERTED
638,MAT-CSV-00638,,TOOL BOX ALAT STANDAR,Unit,100000,,ACTIVE,INSERTED
639,MAT-CSV-00639,,TANG PRESS,Pcs,325000,,ACTIVE,INSERTED
640,MAT-CSV-00640,,"MATA BOR NACHI 2,0",Pcs,15700,,ACTIVE,INSERTED
641,MAT-CSV-00641,,"MATA BOR NACHI 4,0",Pcs,20000,,ACTIVE,INSERTED
642,MAT-CSV-00642,,"MATA BOR NACHI 5,0",Pcs,29000,,ACTIVE,INSERTED
643,MAT-CSV-00643,,STOP KONTAK TERMINAL BROCO 4 LB,Pcs,47500,,ACTIVE,INSERTED
644,MAT-CSV-00644,,STEKER KEPALA COLOKAN BROCO,Pcs,13000,,ACTIVE,INSERTED
645,MAT-CSV-00645,,ELECTRIC TAPE NITTO,Pcs,8000,,ACTIVE,INSERTED
646,MAT-CSV-00646,,KUNCI INGGRIS SEDANG,Pcs,105000,,ACTIVE,INSERTED
647,MAT-CSV-00647,,KUNCI PAS / RING NO 24,Pcs,70000,,ACTIVE,INSERTED
648,MAT-CSV-00648,,26,Pcs,82000,,ACTIVE,INSERTED
649,MAT-CSV-00649,,27,Pcs,91000,,ACTIVE,INSERTED
650,MAT-CSV-00650,,29,Pcs,110000,,ACTIVE,INSERTED
651,MAT-CSV-00651,,STANG LAS KURTHAUFE 600 A,Pcs,55000,,ACTIVE,INSERTED
652,MAT-CSV-00652,,TANG MASA AMERICAN EARTH CLAMP 500 A,Pcs,40000,,ACTIVE,INSERTED
653,MAT-CSV-00653,,KAPUR BESI F-PREMIUM,Box,14000,,ACTIVE,INSERTED
654,MAT-CSV-00654,,"KUAS ETERNA 2""",Pcs,3500,,ACTIVE,INSERTED
655,MAT-CSV-00655,,"ISI ROLL CAT 4"" PINEHILL (PINK/MERAH)",Box,40000,,ACTIVE,INSERTED
656,MAT-CSV-00656,,CUTTING TORCH KOIKE MK-100,Set,325000,,ACTIVE,INSERTED
657,MAT-CSV-00657,,"SELANG : MASING"" 20M",m,17500,,ACTIVE,INSERTED
658,MAT-CSV-00658,,REGULATOR OKSIGEN YAMATO,Pcs,135000,,ACTIVE,INSERTED
659,MAT-CSV-00659,,REGULATOR LPG YAMATO,Pcs,135000,,ACTIVE,INSERTED
660,MAT-CSV-00660,,NOZZLE KOIKE CUTTING TIP NO 5,Pcs,45000,,ACTIVE,INSERTED
661,MAT-CSV-00661,,NOZZLE KOIKE CUTTING TIP NO 3,Pcs,40000,,ACTIVE,INSERTED
662,MAT-CSV-00662,,"NOZZLE PLASMA 1,8",Set,65000,,ACTIVE,INSERTED
663,MAT-CSV-00663,,ISI CUTTER STANDARD,Pack,9000,,ACTIVE,INSERTED
664,MAT-CSV-00664,,PAINT MARKER SNOWMAN BLACK,Pack,165000,,ACTIVE,INSERTED
665,MAT-CSV-00665,,PAINT MARKER SNOWMAN WHITE,Pack,165000,,ACTIVE,INSERTED
666,MAT-CSV-00666,,S.TANGAN KATUN 5 BENANG,Lusin,20000,,ACTIVE,INSERTED
667,MAT-CSV-00667,,S.TANGAN KOMBINASI,Lusin,185000,,ACTIVE,INSERTED
668,MAT-CSV-00668,,KABEL TRAY + SAMBUNGAN 3000X100X50,BTG,286000,SURYA INDAH ABADI,ACTIVE,INSERTED
669,MAT-CSV-00669,,OUTSIDE + SAMBUNGAN 100X50,BTG,129000,,ACTIVE,INSERTED
670,MAT-CSV-00670,,INSIDE + SAMBUNGAN 100X50,BTG,135000,,ACTIVE,INSERTED
671,MAT-CSV-00671,,ELBOW TRAY + SAMBUNGAN 100X50,PCS,180000,,ACTIVE,INSERTED
672,MAT-CSV-00672,,TRAY 300X100X50 + SAMBUNGAN,BTG,286000,,ACTIVE,INSERTED
673,MAT-CSV-00673,,"NYY 4X2,5 SUPREME ONGKIR",M,31521,,ACTIVE,INSERTED
674,MAT-CSV-00674,,"Sprocket 120-2-18T (Double), C TYPE",Unit,1800000,PT AKHONA UNITEK INDONESIA,ACTIVE,INSERTED
675,MAT-CSV-00675,,T:,Pcs,0,,ACTIVE,INSERTED
676,MAT-CSV-00676,,C:,Pcs,0,,ACTIVE,INSERTED
677,MAT-CSV-00677,,BL:,Pcs,0,,ACTIVE,INSERTED
678,MAT-CSV-00678,,BD:,Pcs,0,,ACTIVE,INSERTED
679,MAT-CSV-00679,,PCD:,Pcs,0,,ACTIVE,INSERTED
680,MAT-CSV-00680,,OD:,Pcs,0,,ACTIVE,INSERTED
681,MAT-CSV-00681,,"Sprocket 120-2-60T (Double), B TYPE",Unit,13000000,,ACTIVE,INSERTED
682,MAT-CSV-00682,,T:,Pcs,0,,ACTIVE,INSERTED
683,MAT-CSV-00683,,C:,Pcs,0,,ACTIVE,INSERTED
684,MAT-CSV-00684,,BL:,Pcs,0,,ACTIVE,INSERTED
685,MAT-CSV-00685,,BD:,Pcs,0,,ACTIVE,INSERTED
686,MAT-CSV-00686,,PCD:,Pcs,0,,ACTIVE,INSERTED
687,MAT-CSV-00687,,OD:,Pcs,0,,ACTIVE,INSERTED
688,MAT-CSV-00688,,ADDITIONAL WORK :,Pcs,0,,ACTIVE,INSERTED
689,MAT-CSV-00689,,-LUBANG ANGIN D120 = 4 PCS X 125RB,Pcs,125000,,ACTIVE,INSERTED
690,MAT-CSV-00690,,-SPI 32 x 16 x 90 (SPROCKET BESAR),Pcs,50000,,ACTIVE,INSERTED
691,MAT-CSV-00691,,-LUBANG SPI + TAP,Pcs,200000,,ACTIVE,INSERTED
692,MAT-CSV-00692,,-LUBANG SPI (SPROCKET KECIL),Pcs,160000,,ACTIVE,INSERTED
693,MAT-CSV-00693,,JASA PEMBUATAN MIXER SS304 T:6MM,Lot,72000000,MITRA BAJA PERSADA,ACTIVE,INSERTED
694,MAT-CSV-00694,,DIMENSI :,Pcs,0,,ACTIVE,INSERTED
695,MAT-CSV-00695,,LEBAR : 1400MM x PANJANG : 2285MM,Pcs,0,,ACTIVE,INSERTED
696,MAT-CSV-00696,,TINGGI : 1515MM,Pcs,0,,ACTIVE,INSERTED
697,MAT-CSV-00697,,"ROLL PIPA 3"" Rd 703MM",PCS,150000,,ACTIVE,INSERTED
698,MAT-CSV-00698,,"BELAH PIPA 3""",PCS,130000,,ACTIVE,INSERTED
699,MAT-CSV-00699,,ROLL PLATE T:6MM 5'X20' Ras : 780MM,PCS,970000,,ACTIVE,INSERTED
700,MAT-CSV-00700,,ROLL SIKU 50X50 Rd. 703MM (TOE OUT),PCS,90000,,ACTIVE,INSERTED
701,MAT-CSV-00701,,POTONG FB 8X80X650+BOR 10MM 3,PCS,75000,,ACTIVE,INSERTED
702,MAT-CSV-00702,,POTONG FB 8X80X100+BOR 10MM 2,PCS,65000,,ACTIVE,INSERTED
703,MAT-CSV-00703,,"CONSUMABLE, KAWAT CUTTING BAPING",Lot,2200000,,ACTIVE,INSERTED
704,MAT-CSV-00704,,"JASA FABRIKASI, ASSEMBLY, INSTAL, DIAL AGITATOR",UNIT,28530000,PT RYSHAFA GLOBAL MANDIRI,ACTIVE,INSERTED
705,MAT-CSV-00705,,"GALVALUME,ABU MAJA TCT 1020x0,40",Lembar,95000,PT MAJAMAKMUR SUKSES MANDIRI,ACTIVE,INSERTED
706,MAT-CSV-00706,,"GALVALUME,ABU MAJA TCT 1020x0,40",Lembar,95000,,ACTIVE,INSERTED
707,MAT-CSV-00707,,"GALVALUME,ABU MAJA TCT 1020x0,40",Lembar,95000,,ACTIVE,INSERTED
708,MAT-CSV-00708,,TYPE : MAJADECK,Pcs,0,,ACTIVE,INSERTED
709,MAT-CSV-00709,,"CUTTING DISC 4"" X 1,2MM WD",DUS,2782,INTI PERKAKAS GLODOK,ACTIVE,INSERTED
710,MAT-CSV-00710,,H-BEAM 150 x 12m (potong 3) @4M,Batang,6671100,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
711,MAT-CSV-00711,,H-BEAM 150 x 6m (potong 2) @4M & 2M,Batang,3341100,,ACTIVE,INSERTED
712,MAT-CSV-00712,,WF 150 x 6m (potong 2) @3M,Batang,1243200,,ACTIVE,INSERTED
713,MAT-CSV-00713,,00/01/1900,-,0,,ACTIVE,INSERTED
714,MAT-CSV-00714,,WF 200 x 100 x 6m,Batang,2031300,,ACTIVE,INSERTED
715,MAT-CSV-00715,,WF 250 x 100 x 6m,Batang,2908200,,ACTIVE,INSERTED
716,MAT-CSV-00716,,WF 250 x 100 x 12m,Batang,5805300,,ACTIVE,INSERTED
717,MAT-CSV-00717,,UNP 150 x 75 x 6m,Batang,1209900,,ACTIVE,INSERTED
718,MAT-CSV-00718,,SIKU 60 x 60 x 6 x 6m,Batang,438450,,ACTIVE,INSERTED
719,MAT-CSV-00719,,SIKU 40 x 40 x 4 x 6m,Batang,194250,,ACTIVE,INSERTED
720,MAT-CSV-00720,,PLAT STRIP 6 x 100,Batang,382950,,ACTIVE,INSERTED
721,MAT-CSV-00721,,"PIPA 3"" x 3,5mm",Batang,743700,,ACTIVE,INSERTED
722,MAT-CSV-00722,,PLAT BORDESH 4' x 8' x 4mm,Lembar,1665000,,ACTIVE,INSERTED
723,MAT-CSV-00723,,CAT SEIV 6610 PRIMER GREY,PAIL,985000,DUNIA BARU,ACTIVE,INSERTED
724,MAT-CSV-00724,,CAT SEIV 480 BLUE PEACOK,PAIL,1260000,,ACTIVE,INSERTED
725,MAT-CSV-00725,,CAT TEMBOK VINILEX 300 WHITE,PAIL,825000,,ACTIVE,INSERTED
726,MAT-CSV-00726,,THINNER KW1,JRGN,380000,,ACTIVE,INSERTED
727,MAT-CSV-00727,,ROOFING KUNING 12X50 KARET,Box,144000,TOKO BAUT JAYA MAKMUR,ACTIVE,INSERTED
728,MAT-CSV-00728,,ROOFING KUNING 12X25 KARET,Box,134000,,ACTIVE,INSERTED
729,MAT-CSV-00729,,BOLT NUT M16 X 50 SS304,Pcs,22640,,ACTIVE,INSERTED
730,MAT-CSV-00730,,BOLT NUT HTB M16 X 50,Pcs,5015,,ACTIVE,INSERTED
731,MAT-CSV-00731,,BOLT NUT M16 X 55 SS304,Pcs,24830,,ACTIVE,INSERTED
732,MAT-CSV-00732,,BOLT NUT HTB M16 X 55,Pcs,5300,,ACTIVE,INSERTED
733,MAT-CSV-00733,,BOLT NUT M16 X 60 SS304,Pcs,24830,,ACTIVE,INSERTED
734,MAT-CSV-00734,,BOLT NUT M16 X 65 SS304,Pcs,26920,,ACTIVE,INSERTED
735,MAT-CSV-00735,,BOLT NUT HTB M16 X 65,Pcs,5875,,ACTIVE,INSERTED
736,MAT-CSV-00736,,ELECTROMAGNETIC FLOWMETER,UNIT,45800000,BSI INSTRUMENT,ACTIVE,INSERTED
737,MAT-CSV-00737,,SIZE : MGW3000 (DN50),Pcs,0,,ACTIVE,INSERTED
738,MAT-CSV-00738,,MFG : AZBIL,Pcs,0,,ACTIVE,INSERTED
739,MAT-CSV-00739,,DP TRANSMITTER,UNIT,44000000,,ACTIVE,INSERTED
740,MAT-CSV-00740,,SIZE : GTX35 WITH CAPILLARY,Pcs,0,,ACTIVE,INSERTED
741,MAT-CSV-00741,,MFG : AZBIL,Pcs,0,,ACTIVE,INSERTED
742,MAT-CSV-00742,,PLAT CS 4' x 8' x 2mm,Lembar,743700,KARYABENTENG BARU SEMESTA,ACTIVE,INSERTED
743,MAT-CSV-00743,,WF 150 x 6m,Batang,1209900,,ACTIVE,INSERTED
744,MAT-CSV-00744,,PLAT STRIP 30 x 6m,Batang,127650,,ACTIVE,INSERTED
745,MAT-CSV-00745,,READY MIX CONCRETE K-300,m3,1000000,PT KEMBAR HARAPAN JAYA,ACTIVE,INSERTED
746,MAT-CSV-00746,,"RTD K100 WELD 300MM DRAT 1/2""",ea,900000,TEST,ACTIVE,INSERTED
747,MAT-CSV-00747,,"TEMPERATURE GAUGE 4"" NPT 1/2""",ea,900000,,ACTIVE,INSERTED
748,MAT-CSV-00748,,"PRESSEURE GAUGE 4"" NPT 1/2""",ea,900000,,ACTIVE,INSERTED
749,MAT-CSV-00749,,"BALL VALVE TYPE SOCK DRAT DIA 1""",ea,140000,,ACTIVE,INSERTED
750,MAT-CSV-00750,,"BALL VALVE TYPE SOCK DRAT DIA 1/2""",ea,100000,,ACTIVE,INSERTED
751,MAT-CSV-00751,,"MALE TUBING CONNECTOR DRAT 1/2"" X 8MM",ea,186000,,ACTIVE,INSERTED
752,MAT-CSV-00752,,"MALE TUBING CONNECTOR DRAT 1/2"" X 10MM",ea,210000,,ACTIVE,INSERTED
753,MAT-CSV-00753,,"MALE TUBING CONNECTOR DRAT 1/2"" X 12MM",ea,248000,,ACTIVE,INSERTED
754,MAT-CSV-00754,,SELANG HOSE TUBING 8MM,ea,10800,,ACTIVE,INSERTED
755,MAT-CSV-00755,,SELANG HOSE TUBING 10MM,ea,12800,,ACTIVE,INSERTED
756,MAT-CSV-00756,,SELANG HOSE TUBING 12MM,ea,17000,,ACTIVE,INSERTED
757,MAT-CSV-00757,,"ELBOW 90 X 1/2"" GALVANIS DRAT TYPE",ea,17500,,ACTIVE,INSERTED
758,MAT-CSV-00758,,"TEE 1/2"" GALVANIS DRAT TYPE",ea,20000,,ACTIVE,INSERTED
759,MAT-CSV-00759,,COIL SOLENOID PULSATOR,ea,62000,,ACTIVE,INSERTED
760,MAT-CSV-00760,,"CABLE SENSOR 3C X 1,5MM",m,27500,,ACTIVE,INSERTED
761,MAT-CSV-00761,,PUSH BOTTOM WITH LAMP RED,ea,40000,,ACTIVE,INSERTED
762,MAT-CSV-00762,,PUSH BOTTOM WITH LAMP GREEN,ea,40000,,ACTIVE,INSERTED
763,MAT-CSV-00763,,TIMER ON/OFF + SOCKET,ea,800000,,ACTIVE,INSERTED
764,MAT-CSV-00764,,ALAT SENAI PIPA MANUAL,ea,460000,,ACTIVE,INSERTED
765,MAT-CSV-00765,,RAGUNG PIPE TYPE V,ea,1050000,,ACTIVE,INSERTED
766,MAT-CSV-00766,,ALAT BENDING PIPA MANUAL,ea,4850000,,ACTIVE,INSERTED
767,MAT-CSV-00767,,"MESIN GERINDA 4""",ea,450000,,ACTIVE,INSERTED
768,MAT-CSV-00768,,TAP MANUAL,ea,120000,,ACTIVE,INSERTED
769,MAT-CSV-00769,,GASKET TEFLON PTFE 3MM X 1200 X 2400,Lembar,3840000,KARSAINTI SEJIWA,ACTIVE,INSERTED
770,MAT-CSV-00770,,PANELVIS CONTROL SYSTEM,PCS,75000,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
771,MAT-CSV-00771,,PANEL DRYER TEMP CONTROL,PCS,75000,,ACTIVE,INSERTED
772,MAT-CSV-00772,,PUSH BUTTON HIJAU,PCS,45000,,ACTIVE,INSERTED
773,MAT-CSV-00773,,PUSH BUTTON MERAH,PCS,45000,,ACTIVE,INSERTED
774,MAT-CSV-00774,,ELBOW GALVANIS 20MM,PCS,25000,,ACTIVE,INSERTED
775,MAT-CSV-00775,,LAMPU TOWER 3 WARNA + BUZZER,PCS,300000,,ACTIVE,INSERTED
776,MAT-CSV-00776,,NAME PLATE 20 X 30,PCS,15000,,ACTIVE,INSERTED
777,MAT-CSV-00777,,"NYAF 0,75",ROLL,220000,,ACTIVE,INSERTED
778,MAT-CSV-00778,,"SKUN Y 1,25-3 MERAH",PACK,25000,,ACTIVE,INSERTED
779,MAT-CSV-00779,,MY4N 24VDC + SOCKET,SET,65000,,ACTIVE,INSERTED
780,MAT-CSV-00780,,INDICATOR KN-1400B,Unit,3300000,SAHABAT JAYA BERSAMA,ACTIVE,INSERTED
781,MAT-CSV-00781,,SIKU CS 50X50X5,BTG,215000,TOKO BERKAT,ACTIVE,INSERTED
782,MAT-CSV-00782,,REL CLAMP CONDUIT 3000X50X50 1 3/8,BTG,715000,,ACTIVE,INSERTED
783,MAT-CSV-00783,,DYNABOLT M8X50,PCS,1850,,ACTIVE,INSERTED
784,MAT-CSV-00784,,BOLT NUT M8X15,PCS,750,,ACTIVE,INSERTED
785,MAT-CSV-00785,,BOLT NUT SS 16X60 L,PCS,24850,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
786,MAT-CSV-00786,,BOLT NUT SS 10X50,PCS,13740,,ACTIVE,INSERTED
787,MAT-CSV-00787,,"MESIN KOMPRESOR 0,75HP OIL LESS",Unit,1550000,VICTOR TEKNIK MANDIRI,ACTIVE,INSERTED
788,MAT-CSV-00788,,KUNCI L TEKIRO MM,SET,112000,,ACTIVE,INSERTED
789,MAT-CSV-00789,,ROADLINE PAINTING BLACK,GALON,335000,DUNIA BARU,ACTIVE,INSERTED
790,MAT-CSV-00790,,ROADLINE PAINTING YELLOW,GALON,335000,,ACTIVE,INSERTED
791,MAT-CSV-00791,,CAT ALUMUNIUM AVIAN PAINT,KG,60000,,ACTIVE,INSERTED
792,MAT-CSV-00792,,ANCHOR NUT 19 X 300,PCS,24850,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
793,MAT-CSV-00793,,"SDS FLAT 12 X 3,2",BOX,170000,,ACTIVE,INSERTED
794,MAT-CSV-00794,,BOLT NUT M22 X 90,PCS,81000,,ACTIVE,INSERTED
795,MAT-CSV-00795,,CAT SEIV 6610 PRIMER GREY,PAIL,985000,DUNIA BARU,ACTIVE,INSERTED
